,Name,Rating,Style,Blend,Vintage,Appellation,ABV,Price,Reviewed By,Reviewed,Perfect For,Drink If You Like,Review,image,link,Variety,Review Updated
38,Imagery Estate Winery Chardonnay 2020,88,White,,2020,CaliforniaUSA,13.5%,$17.00,Keith Beavers,2022-05-13,"All-Day Sipping,Dinner Parties,Taco Tuesday","Albariño, Chardonnay , Chenin Blanc","This is a wine for any night. It has the ability to pair with a night on the couch with snacks. It can hold up to a spontaneous summer lunch with friends. It would easily fit into a wine and cheese party or Taco Tuesday. The Imagery Chardonnay is not a complex wine. It does have some herby hints on the nose with a slight mineral note running through. But at the end of the day, it’s a great balanced wine for a weeknight or casual get together.",https://vinepair.com/wp-content/uploads/2022/05/buy-this-booze-chardonnay-card-imagery.jpg,https://vinepair.com/review/imagery-estate-winery-chardonnay-2/,Chardonnay,
39,Imagery Estate Winery Aleatico Rosé 2021,90,Rosé,,2021,CaliforniaUSA,14.1%,$30.00,Keith Beavers,2022-05-17,"Day Trips,Picnics In The Park,Wine And Cheese Night","Albariño, Assyrtiko , Pinot Gris / Grigio","The Aleatico grape is native to southern Italy, being enshrined into wine law in the regions of Lazio and Puglia. To see it here in the U.S. is rare. To see it made in California is a testament to the history of Italian immigrants in the hills of the Golden State. This wine is something to talk about. There are unique and inviting floral aromas on the nose. The alcohol is a bit high, but it works for this rosé. It adds to the refreshment as the very active acidity runs around brightening the wine up with a drying sensation. A great lazy day lunch bottle of pink.",https://vinepair.com/wp-content/uploads/2022/05/buy-this-booze-top-roses-2022-card-imagery.jpg,https://vinepair.com/review/imagery-estate-winery-aleatico-rose/,Rosé,
40,KB by Knights Bridge Cabernet Sauvignon 2018,90,Red,,2018,Knights Valley,14.5%,$65.00,Keith Beavers,,"Dinner With The Parents,Holiday Meals,Treat Yo'self","Cabernet Franc, Cabernet Sauvignon , Merlot","Stop me if you’ve heard this one. Six family members walk into a vineyard…JK but that's what happened with Knight’s Bridge Winery. Tucked into the warmest region of Sonoma, these family members found a 50 acre vineyard of a hillside vineyard. They decided to bring it back to life and the winery was born. Cab is one of three wines they produce and it’s a joy to sip. It’s big soft and warm with very deep fruit. The tannins have melted into the wine, making it round and juicy.",https://vinepair.com/wp-content/uploads/2022/06/buy-this-booze-cabernet-sauvignon-card-knights-bridge.jpg,https://vinepair.com/review/kb-by-knights-bridge-cabernet-sauvignon/,Cabernet Sauvignon,2022-06-09
41,Josh Cellars Prosecco Rosé 2020,90,Sparkling Rosé,"Pinot Noir, Glera",2020,ProseccoVeneto Italy,11.5%,$15.00,Keith Beavers,,"All-Day Sipping,Boozy Beach Trips,Happy Hour","Chardonnay, Chenin Blanc , Pinot Gris / Grigio","An American wine brand going all in on Prosecco is definitely a vibe. And that vibe works! This is exactly what it should be. It’s very balanced and lean with minimal fruit and lively bubbles. If you're in need of a thirst-quenching, bubbly, pink wine with cool packaging, then this is the bottle for you. It’s the definition of a crowd pleaser and is affordable enough to throw down on a case or two.",https://vinepair.com/wp-content/uploads/2022/06/buy-this-booze-sparkling-rose-2022-card-josh-2.jpg,https://vinepair.com/review/josh-cellars-prosecco-rose/,,2022-06-08
42,Vietti Tre Vigne Barbera d'Asti DOCG 2018,90,Red,,2018,Barbera d'AstiPiedmont Italy,13.5%,$19.00,Keith Beavers,,"Impressing On A Budget,Weekday Dinner Pairings,Wine And Cheese Night","Barbera, Dolcetto , Nebbiolo","Beautiful balance of fruit and acidity, with a slight tannic grip. It smells like cherries and soil. The fruit core is lean in a good way, leaving room for some earthy vibes. This is a great weeknight red.",https://vinepair.com/wp-content/uploads/2021/01/winereview_card_vietti_barberadasti.jpg,https://vinepair.com/review/vietti-tre-vigne-barbera-dasti-docg/,Barbera,2021-01-20
43,Balletto Sauvignon Blanc 2021,90,White,,2021,Russian River ValleySonoma County North Coast California USA,13.8%,$22.00,Keith Beavers,2022-07-19,"Asian Food,Dinner Parties,Pleasing A Crowd","Assyrtiko, Sauvignon Blanc , Verdejo","The Balletto family is a Sonoma staple, farming and making wine in these hills since 1977. They are leaders in the region for sustainable practices and a driving force in showcasing Sonoma quality. Their wines continue to stun us here at VinePair. This Sauvignon Blanc is tart and refreshing. It shows confidence with a bracing acidity and minerality. At once, it grips your palate and at the same time slakes your thirst. From the nose to the mouthfeel, this is a proper Sonoma Sauvignon Blanc.",https://vinepair.com/wp-content/uploads/2022/07/sauvignon-blanc-card-Balletto.jpg,https://vinepair.com/review/balletto-sauvignon-blanc-2/,Sauvignon Blanc,
44,Long Meadow Ranch Chardonnay 2017,91,White,,2017,Anderson ValleyMendocino County North Coast California USA,13.5%,$40.00,Keith Beavers,,"Dinner Parties,Dinner With The Parents,Summer Sipping","Albariño, Chardonnay , Chenin Blanc","Smells like honey, vanilla, and pears, with a slight high-tone of cracked white pepper. The palate hits nice and deep, with a grippy mouthfeel and juicy fruit vibes. This is a wonderfully structured Chardonnay.",https://vinepair.com/wp-content/uploads/2021/09/btbchardonnay_longmeadow_card.jpg,https://vinepair.com/review/long-meadow-ranch-chardonnay/,Chardonnay,2021-09-08
45,Weingut Schlossmuhlenhof 'Das Ist Keine Orange' 2019,91,White,Grüner Veltliner,2019,Germany,13%,$,Keith Beavers,2022-07-11,"Drinking Outside the Lines,Sounding Like A Wine Pro,Wine And Cheese Night","Albariño, Chenin Blanc , Pinot Gris / Grigio","Orange wine is said to have begun in the country of Georgia but the style is well-traveled. Here in Germany in the Rhinhiessen, a father, a son, his girlfriend, their two dogs, and a property manager run the Weingut Schlossmuhlenhof. A family operation that began before the first world war and continues today. Nicolas and his girlfriend Gabrielle make a wide range of wines and this orange entry is a great addition. Sharp and floral on the nose with a splash of honey and a whiff of orange peel. The palate has great acidity with a good grip and a butterscotch finish.",https://vinepair.com/wp-content/uploads/2022/07/buy-this-booze-orange-wines-card-das-ist-keine.jpg,https://vinepair.com/review/weingut-schlossmuhlenhof-das-ist-keine-orange/,,
46,Chakana Estate Selection Red Blend 2017,88,Red,"Malbec, Cabernet Sauvignon, Syrah / Shiraz",2017,Uco ValleyMendoza Argentina,14%,$23.00,Keith Beavers,2021-03-04,"Drinking Outside the Lines,Relaxing After Work,Weekday Dinner Pairings","Cabernet Sauvignon, Malbec , Syrah / Shiraz",Earthy red wine with a soft concentration of fruit. There is a drying sensation as quiet tannins pop up here and there. Good acidity keeps the dense fruit bright.,https://vinepair.com/wp-content/uploads/2021/03/review_chakana_card.jpg,https://vinepair.com/review/chakana-estate-selection-red-blend/,,
47,Intrinsic Red Blend 2018,89,Red,"Cabernet Franc, Malbec",2018,WashingtonUSA,14.5%,$21.00,Keith Beavers,2021-03-04,"Pizza Night,Pleasing A Crowd,Weekday Dinner Pairings","Cabernet Franc, Malbec , Merlot",Great red blend. Good fruit depth that is balanced and bright. It smells like vanilla and cherries that are woven in well and will please all the crowds.,https://vinepair.com/wp-content/uploads/2021/03/review_intrinsic_card.jpg,https://vinepair.com/review/intrinsic-red-blend-2/,,
48,Mary Taylor 'Pascal Biotteau' Anjou Blanc 2020,"91
2021 Top 50",White,,2020,Anjou-SaumurLoire Valley France,13.8%,$16.00,Keith Beavers,,"Asian Food,Drinking Outside the Lines,Sounding Like A Wine Pro","Albariño, Chardonnay , Chenin Blanc","This wine smells like honey and fresh dough with a whiff of elderflower. The palate has a nice, refreshing depth that is balanced by great acidity. It would be a great pairing with some goat cheese.",https://vinepair.com/wp-content/uploads/2021/11/50-best-wines-2021_card_wine-16.jpg,https://vinepair.com/review/mary-taylor-pascal-biotteau-anjou-blanc-2/,Chenin Blanc,2021-11-17
49,Chimney Rock 'Elevage' Red 2019,95,Red,"Cabernet Sauvignon, Cabernet Franc, Merlot, Petit Verdot",2019,Napa ValleyNapa County North Coast California USA,14.5%,$110.00,Keith Beavers,2022-04-07,"Dinner With The Parents,Treat Yo'self,Winning Over the Boss","Cabernet Sauvignon, Malbec , Merlot","All the fruit is in its place. the alcohol is prominent but not overwhelming. On the palate the wine is soft and supple, with plushness emanating from the fruit core. There is a nice frame of structure, with calm tannins, wonderful acidity, and well-integrated oak.",https://vinepair.com/wp-content/uploads/2022/04/btb-red-blends-card-chimney-rock.jpg,https://vinepair.com/review/chimney-rock-elevage-red/,,
50,Weingut Hirsch Lamm Gruner Veltliner 2019,90,White,,2019,KamptalNiederösterreich Austria,13.5%,$58.00,Keith Beavers,2021-02-16,"Drinking Outside the Lines,Sounding Like A Wine Pro,Treat Yo'self","Grüner Veltliner, Melon de Bourgogne , Pinot Gris / Grigio","Soft and round, with tart, comfy fruit and vibrant, fizzy acidity. It smells like pears and honey and lifts on the palate like a Spritz. Wonderfully balanced wine.",https://vinepair.com/wp-content/uploads/2021/02/winereview_card_weinguthirsch_lamm_grunerveltliner.jpg,https://vinepair.com/review/weingut-hirsch-lamm-gruner-veltliner/,Grüner Veltliner,
51,Fort Ross Vineyard Sea Slopes Chardonnay 2019,89,White,,2019,Sonoma CoastSonoma County North Coast California USA,13.5%,$26.00,Keith Beavers,,"Relaxing After Work,Sipping Without Food,Wine And Cheese Night","Chardonnay, Chenin Blanc , Grüner Veltliner","Smells like pears, salted butter, and a dose of vanilla. The acidity is calm, giving the wine some weight. The wine retains some zip and is still refreshing.",https://vinepair.com/wp-content/uploads/2021/09/btbchardonnay_seaslopes_card.jpg,https://vinepair.com/review/fort-ross-vineyard-sea-slopes-chardonnay-3/,Chardonnay,2021-09-08
52,The Black Chook Shiraz — Viognier NV,88,Sparkling Red,Syrah / Shiraz,NV,Australia,14%,$18.00,Keith Beavers,2021-02-23,"Backyard BBQs,Party Wine,Popping Bottles","Lambrusco Grasparossa, Malbec , Syrah / Shiraz","Frothy, fizzy bubbles and a deep dark core of fruit. The depth is broken up by nice, persistent bubbles. If there was a BBQ bubbly, this is it.",https://vinepair.com/wp-content/uploads/2021/02/chook_review_card.jpg,https://vinepair.com/review/the-black-chook-shiraz-viognier/,,
53,Riboli Napa Valley Cabernet Sauvignon 2017,90,Red,,2017,Napa ValleyNapa County North Coast California USA,14.5%,$60.00,Keith Beavers,,"Dinner With The Parents,Host/Hostess Gifting,Winning Over the Boss","Cabernet Franc, Cabernet Sauvignon , Merlot","The Riboli Family Winery is a very American story. A couple immigrated from Lombardia, Italy to Los Angeles and began a winery. Years later nephew Stefano Riboli, who apprenticed at the family business, went off to begin his own winery in Paso Robles. This bottle, however, hails from Napa, which is known for plump, voluminous Cabs and this bottle is a great example of that. Big and plump with notes of mocha and vanilla on the nose with a waft of pepper. The palate is soft with some faded tannins and good natural acidity bringing a fruity finish.",https://vinepair.com/wp-content/uploads/2022/06/buy-this-booze-cabernet-sauvignon-card-riboli.jpg,https://vinepair.com/review/riboli-cabernet-napa-valley-sauvignon/,Cabernet Sauvignon,2022-06-09
54,Hirsch Vineyards San Andreas Fault Pinot Noir 2018,92,Red,,2018,Sonoma CoastSonoma County North Coast California USA,12.9%,$64.00,Keith Beavers,2021-01-21,"Dinner With The Parents,Treat Yo'self,Wine And Cheese Night","Gamay, Merlot , Pinot Noir","Chewy fruit, with a burst of cherries. The acidity is high, making the wine a little lean in a good way. It’s an excellent wine for light proteins like duck or chicken.",https://vinepair.com/wp-content/uploads/2021/01/winereview_card_hirsch_sandandreas_faultpinotnoir.jpg,https://vinepair.com/review/hirsch-vineyards-san-andreas-fault-pinot-noir/,Pinot Noir,
55,Domaine Carneros Estate Pinot Noir 2019,90,Red,,2019,Carneros (Napa)Napa Valley Napa County North Coast California USA,13.7%,$45.00,Keith Beavers,2022-03-02,"Dinner Parties,Dinner With The Parents,Host/Hostess Gifting",,When Pinot Noir works in this cool Napa region it just hits right and in a way unique to Carneros. Significant depth balanced by active natural acidity is the standard and this bottle provides these spot on. Rich cherry liqueur and strawberry preserve with a slight herby layer on the nose (Maybe some blueberry?). The palate has the nice roundness of good depth and a textured mouthfeel yet is lifted up just slightly by vibrant acidity.,https://vinepair.com/wp-content/uploads/2022/03/buy-this-booze-pinot-noir_card_domainecarneros.jpg,https://vinepair.com/review/domaine-carneros-estate-pinot-noir-2/,Pinot Noir,
56,Breaking Bread Orange Wine 2020,92,White,,2020,Sonoma CountyNorth Coast California USA,12.9%,$24.00,Keith Beavers,2022-07-11,"Drinking Outside the Lines,Sounding Like A Wine Pro,Wine And Cheese Night","Albariño, Chenin Blanc , Pinot Gris / Grigio","Eric Miller is a great winemaker. His attention to detail is very precise and his grasp of chemistry and science is scary. He makes wine for Kokomo Winery but also has the second lineup of wines he calls Breaking Bread where he attempts to make what people consider “natural” wine and make it soundly without glaring flaws. And he succeeds again and again at it. This is orange wine (yeah, the title gets straight to the point…respect). It's made from Muscat Blanc and is as expressive as all of his wines. Floral and peppery herbs notes welcome your nose. The palate is lux with a smooth mouthfeel that gives a creamy vibe and an additional aroma of jasmine. It’s refreshing, expressive, and balanced all at once. Nice one Eric keep’em coming!",https://vinepair.com/wp-content/uploads/2022/07/buy-this-booze-orange-wines-card-breaking-bread.jpg,https://vinepair.com/review/breaking-bread-orange-wine/,Muscat / Moscato,
